,text,sentiment
10224,user_ment the ryan budget wa from mani year most recent includ that and said mani time the presid and,neutral
15688,whi doe everyon want to give eli man credit for everi win the truth is game should have been a blowout,neutral
10183,charl dicken may just have been me in anoth life thisism url,neutral
4308,go to buffalo wild wing tomorrow with my life long friend israel and my brother what i call a good night knicksnat,positive
7270,tomorrow night i have a date with denzel flight i wait,positive
7262,appl ceo apolog for errorridden new map app appl ceo tim cook apolog friday for the erro url,positive
6261,new die hard movi come out feb look like bruce willi is go to be my valentin,positive
3595,i like a user_ment video url anonym rememb the of novemb,positive
3540,hello man in snake skin cowboy a suit and axl made my friday heart even happier,positive
7997,real america will stand up for itself on tuesday and make it count mitt is readi to lead us out of our jimmi carter funk in,neutral
10976,user_ment dana ask when chael start hi job with fox and chael respons wa oct on fuel tv,neutral
6127,i think i am live the movi ground hog grandma jan and isaac are back again thi weekend,neutral
12061,me bring your birthday card in on kane realli the thought that count prefer a twat,positive
13119,nfl news new york giant gamebygam predict for the half of the season url footbal nfl nfceast,neutral
7300,gotta go see flight tomorrow denzel is the greatest actor ever,positive
939,user_ment i just got cougar town cupcak and wa go to bring them tomorrow to share i eat all alon,negative
11121,romo mention that he wa from brawley and be at the bell game tomorrow emo_po,neutral
10324,anonym ask beard tweetd that intens messag at m on tuesday abit after the halloween parti and she url,neutral
6426,ladsontour mon the boy there onli thing missin banjoo how noo,neutral
1735,black friday deal olympu omd em5 live mo interchang len camera with tilt ole tou url,neutral
4323,kobe in the is like eli man bewar,negative
6378,thi is about to be the best night of my life joe pa vs user_ment somebodi may die hahaha,positive
5076,wednesday and thursday will be a struggl at work onc the champion leagu resum,neutral
8667,also need to be at least accred in act or rebt befor the end of yr,neutral
10160,axl rose through the bose in my through the concret u see a rose still count up a million dollar fore that sun rose,neutral
2630,if one more comment refer how the dook player i may just turn thi mess off overratededuc dook,negative
3282,play dishonor darksid and mass effect in the last hour url,neutral
12343,scariest man aliv kendrick perkin is close ray lewi is probabl the onli human be ever not born with an indoor voic,negative
879,amazon ha open an onlin store for black friday day befor the shop event is schedul to take place haha thi is war,negative
4591,user_ment user_ment just whip it whip it all night welcom to soul train fandom may you never leav,positive
14426,charger may go but that will make playoff in afc nfc team must win game fact user_ment user_ment user_ment user_ment,neutral
9219,late halloween parti next saturday go as thriller michael is it to controversi to hold a babi doll too,neutral
10872,been sat in my room stick down postcard of tehran on the wall for god know how long whi ha nobodi invent a teleport machin yet,negative
14555,user_ment lol be abl to do it saturday or friday night after the greek show,positive
3904,user_ment hellyeaa one of the street on nigga,positive
15366,hahahaha spanish peopl and box all smile after the break in the set hahahahahaha rewatchingaofin,positive
2211,sick beard download finish rock from the sun dick put the in cupid,neutral
1646,sunday in the sag is like a friday in idaho bore as fuck,negative
14324,user_ment be the eli man of the r both of the best quarter player in their sport closer killerinstinct splapa,positive
9180,on monday i go back to my old job for the fourth time my life is the groundhog day movi,neutral
6737,if the steeler play as good as they did sunday i say keep the bee uniform on all the way to the superbowl steeler,positive
8241,harri redknapp is be heavili link with the posit as blackburn manag today qpr may have begun court him alreadi,neutral
10625,user_ment i think they can hold it for the rest of the bye week may just throw them the raven,negative
15225,yo excit for royal rumbl might book that monday off work so i can watch it,positive
15960,procrastin i need to get readi for the district chicago polic ralli against violenc chitown cheer will be perform king dr,positive
9025,you have lunch with me tomorrow hoe hit on castl,negative
556,user_ment happi birthday nick j hope one of the best accomplish so much alreadi and so much more to come love you,positive
13324,factsaboutm when i wa born on that day it wa the day of chines new year immedi i gotten lot of redpacket d,positive
9651,work almost over with then these negro see my face till monday night,negative
13391,be do the senior bowl fun run with my niec next saturday,positive
7801,monta elli elli had just two point on shoot on friday against url nba,neutral
9069,if ani baltimor team mascot come up miss person of interest should be billi cundiff or the redskin mascot is taken blame him,neutral
2144,i want to go to chapel hill tomorrow for halloween,neutral
5930,no youth tomorrow come to fall festiv thi sunday high school will attend main servic with the adult for super sunday,neutral
2893,i hope i can get a ticket to the concert in order them till s,positive
15866,tech news appl retail chief out in overhaul appl inc ceo tim cook on monday replac the head of it url,neutral
802,lowfat oasi edmonton sun lowfat oasisedmonton sunpoor noel gallagh up there all alon with hi new ba url,neutral
12624,and goal at the and river throw a int terribl pass by river bad decis cost u game geez half time sd,negative
1797,morsi get red carpet welcom in iran aug moham morsi is in iran for the first visit url,positive
8469,i need a shower and to start get readi but just sat in bed blog and watch celebr juic,neutral
15683,user_ment we have melbourn woop that a fab hors race day we have good australia idk heap haha,positive
2024,user_ment is on the radio instead mt user_ment the first week without ani waterloo road go to be a bore thursday,negative
