,text_clean,sentiment
358,tonight catch gener celina st oshawa parti club music hiphop regga dancehal soca amp partyvib oshawa durhamregion justdoit dancemov friday…,neutral
359,senat cardin think ibviou collegu not care thing right want one parti rule whatev get call unpreced action democrat part way life stake justdoit,negative
360,nike favor plung colin kaepernick ad fiasco justsayno justdoit tcot tgdn pjnet maga,neutral
361,don’t pay peopl fair wage pay poor foreign worker hour justdoit,negative
362,issa natur beat check gorgeou smile client glow drip in finess oww makeup your’ truli daurisa tessier aka dauri beat 💄🎶💄 daurionthebeat makeup justdoit,positive
363,ever moment clariti peac appreci life love in heart calm in soul keep moment don’t let pass don’t becom asshol ignor person justdoit,positive
364,add latest ad justdoit confidenti gut riskital,negative
365,lol robbin hood kid trade share time spend consider gen conserv kid see futur sale go nike competitor instead far outpac live home jobless millenni spend justdoit nke lol,positive
366,nike ad campaign year go justdoit,neutral
367,nike justdoit know number consum in america black men women,neutral
368,well done ♥️👏🏼 campaign beauti inspir nike justdoit takeakne,positive
369,treat want time justdoit pixiecut thecutlif,negative
370,boom well done nike justdoit nike reach lifego,positive
371,ya need quit worri nike go grab pair justin work boot take ya ass work justdoit,negative
372,casual friday ✔️ justdoit,neutral
373,justdoit but wear convers though,neutral
374,justdoit not agre nike ck verbiag action but support free speech need free speech imho not disrespect countri but rather make stronger in better togeth say,negative
375,bmjsport austin histori made believ justdoit gener win th usopen beyonc back texa houston heisman decid uofh edoliv arizona khalilt shock world,positive
376,final someon goe in crazy 😍😍 justdoit,neutral
377,good don’t need busi justdoit,positive
378,think let make america great make lot money justdoit thamendmentnow,positive
379,believ in someth even mean sacrif everyth justdoit takeakne nfl kaepernick hate amp intoler rw tool fan flame anger one hand amp pick pocket walkawayfromrepublican voteblu makeamericasaneagain,negative
380,sound like great idea kaepernick veteran justdoit,positive
381,definit privileg assum get decid appropri way protest justdoit,negative
382,nike quit liter smoke allthesmok nikeboycott justdoit justdoitmari lol,positive
383,brand whore goe convers kid heart but today find proudli don swoosh teamcap nike justdoit blacklivesmatt,neutral
384,amp stage criminalact see liber sure find corrupt close justdoit amp walkaway kavanaugh supremecourt confirmationhear democrat engag in desperatestunt,positive
385,👟for hour😳😡 much 💰did colinkaepernick get nikead hour nikeboycott nike nikecommerci muslimwomen justdoit,neutral
386,amen colin didn’t sacrific anyth contract turn two offer didn’t sacrific rather justdoit quit he’ still millionair pouti whini leftist,negative
387,“walk mile in shoes” mayb would understand i’m come insideoutbasketball™️ jrnba drdish justdoit mywhi differentthoughtprocess,neutral
388,admit singl pair nike max trainer not good noregret justdoit,negative
389,we’v seen outrag social media nike’ move use colin kaepernick spokesperson justdoit accord retail expert brp despit backlash it’ calcul risk but ad good thing,negative
390,boycott want work money i’m spend way want imwithkaep justdoit ✊🏽✊🏽✊🏽,negative
391,nation black polic associ show support colin kaepernick nike via nike justdoit✔ nbpa✊🏾🖤,positive
392,nike tri get buy pair shoe hmm nike justdoit th street,neutral
393,yess it💪🏽🙌🏽 justdoit respect everyth sacrif 🙏🏽,negative
394,understand ran mostli but pleas consid ton peopl appreci use anti american poster child justdoit endur everi break close click,negative
395,squad nike global maxim award yesterday stoke hammer time justdoit nike world headquart,positive
396,made complet ash justdoit ashhol,neutral
397,know accomplish much doyl but see think ye go doyl gilmorelif justdoit gilmoregirlsfornik,positive
398,definit favorit 🤣🤣 boycottnik nikeboycott justdoit tcot ccot,positive
399,hey y’all make nrc guid run voic colin kaepernick justdoit,neutral
400,right thing unlik justdoit impeach thamendmentnow,neutral
401,could care less peopl alreadi purchas merchandis would burn real question support think liarinchief justdoit,negative
402,justdoit okay day mull watch read mani respons nike ck not comment anyon els sacrific compar level nike stand free speech includ action not harm other,negative
403,shout nike stand believ in colinkaepernick justdoit,positive
404,thank much nuccetelligioielli good bracelet person logo best jewel rome🔝 gioiellier top logo mybracialet nike justdoit✔️ likem lovethis…,positive
405,🇨🇺 sunday wya justdoit,neutral
406,won’t take no answer thank i’m subscrib womanevolv wildwoman justdoit,positive
407,week day justdoit,positive
408,friend great idea took worn nike back told made feet hurt stood nationalanthem justdoit nomorenik,positive
409,swing beyond fenc ⚾️ ⚾️ ⚾️ aimhigh justdoit babsthefilm gratitud hell kitchen manhattan,negative
410,what wrong nike make colin kaepernick face campaign ya made donald trump face america justdoit nike,negative
411,happi part big team don’t ask dream crazi ask they’r crazi enough justdoit,positive
412,yep wipe nose takeakne colinkaepernick nike ford justdoit,positive
413,wait minut make sacrific start fund famili victim injustic notjustintheirpocket justdoit kaepernick,positive
414,littl friday humor nike justdoit tgif,neutral
415,beauti messag nike justdoit resist love,positive
416,mayb rest wake sooner later but hey we’ll take doyourjob justdoit impeach,negative
417,wakanda black privileg np music newmus justdoit hiphop blackprivileg,neutral
418,nike think rememb compani support freedom speech unlik agent orang nike justdoit isupportnik,negative
419,great job justdoit stupidityhasconsequ,positive
420,th anniversari justdoit” slogan ah damn feel old,negative
421,justdoit houston texa,neutral
422,appar stock nosediv yet they’r get fake news outta justdoit nike nikekaepernick,negative
423,critic awar inform occur hashtag twitter creat space discuss look exampl justdoit englmu,neutral
424,feel fine co alway ft 🕺🏻bi made trap hitthemfolk sofin rave justdoit cc,negative
425,couldn’t prouder daughter gia amaz keep follow dream justdoit purchasecolleg purchasevolleybal badass loveh 👏🏻👏🏻🙌🏻🏐♥️🏐♥️ purchas colleg suni,positive
426,trump follow colinkaepernick insert kaepernick photo justdoit plagiar,neutral
427,realiz last night wit black women chase usopen titl nd year in row one biraci blackgirlmag rootingforeverybodyblack thankyouwilliamssist becauseofthemwecan justdoit,neutral
428,kaepernick use kneel stunt cover fact realli not good nfl qb but damn great commerci justdoit,negative
429,peopl think colin kaepernick program brand market campaign done footbal justdoit,neutral
430,yup let’ go justdoit✔️,negative
431,no matter ador hate everyth but care it’ life make justdoit djepisod music dj djlife lifeofadj inspir bethediffer peac love uniti work but togeth win,positive
432,thank justdoit bethechangeyouwishtoseeintheworld,positive
433,jit said fuck i’m keep nike’ justdoit 🤣🤣,negative
434,someth friday around come find 😊😉 gelato pastri galor 🍩🍰 fridaymotiv fridayfeel point friyay foodstagram flyeaglesfli portharcourt leoonwhatsapp justdoit,neutral
435,think make planet size ball money live in real world adult civil thing trump incap justdoit buynik impeachtrump bluewav,negative
436,hey time stop sell racist gear justdoit changethemascot,negative
437,colinkaepernick receiv power letter support blackpolic union justdoit justdoitsaf,neutral
438,hey catch eagl game last night highlight ya flyeaglesfli nfl takeakne justdoit,neutral
439,hey groot stick save univers justdoit kaepernick groot sticktostandingupforwhatyoubelieveinevenifitmeanstakingakne,negative
440,thank much nation black polic associ book teach “all policemen not bad” but injustic real must address colinkapernick nikead justdoit,negative
441,great american face add justdoit,positive
442,great sign idea tri new one everyday go next vote justdoit divers becom equal vote,positive
443,proud nike fan today ✊🏽☑️ justdoit,positive
444,believ in someth even mean sacrif everyth justdoit bringit,negative
445,stop worri ask think everi singl day youv in offic justdoit,negative
446,rp justdoit dope ✔️ creativ i’m love need recordd got ig 🤷🏾‍♂️ nike ✊🏾 barzz,positive
447,american blow ford car yet justdoit,negative
448,know sìsìlàdé nike justdoit,neutral
449,believ watch justdoit thevalleyway makeembeliev,negative
450,gotta take cast catch fish justdoit luretre lurefish fishinglif,neutral
451,colin kaepernick bring pyromaniac in folk kneel burn jersey nike ad burn shoe spark flame across nation lightitup sparkingflam colinkaepernick nfl nike justdoit takeastand,neutral
452,dream crazi enough justdoit,negative
453,warn peopl allerg work boot kaepernicknik kaepernick justdoit justdowhat,negative
454,don’t like loos anyth yet i’v grown not victori but setback win god reward loos teach us serena william nike justdoit,negative
455,good watch right like guy not sure anyon issu elon guy justdoit meme dug hole in la,negative
456,visit in beij learn great deal influenc market nike find way connect youth cultur in china influenc human potenti sport huge shout kevin li visit free swag justdoit engagingasia,positive
457,roi requir ’s campaign congrat champ nikedidit justdoit,positive
458,i’v done full ad internet shine in glori one justdoit,positive
459,respond peopl burn nike gear new ad collabor troll level max justdoit justburnit,negative
460,even follow footbal but funni 🤣🤣🦅 justdoit,positive
